station_id,station_name,lat,lon,population_within_radius,population_density_within_radius,city_average_population_density,residential_density_ratio
sadar_bazaar_cantonment,Sadar Bazaar Cantonment,28.5771509,77.1111533,0.0,0.0,7581.546434751025,0.0
saket,Saket,28.5244107,77.2137253,45959.31180925914,14629.303311090624,7581.546434751025,1.9295935779058568
samaypur_badli,Samaypur Badli,28.7446158,77.1382654,49785.568499537985,15847.23864268325,7581.546434751025,2.0902382883319595
sant_surdas_sihi,Sant Surdas (Sihi),28.3546513,77.3162264,0.0,0.0,7581.546434751025,0.0
sarai,Sarai,28.6517178,77.2219388,211576.81237835748,67346.99106728421,7581.546434751025,8.883015048036945
sarita_vihar,Sarita Vihar,28.5286597,77.28839654806075,23620.188795208836,7518.539607042573,7581.546434751025,0.9916894490786666
sarojini_nagar,Sarojini Nagar,28.5741575,77.1953703,8489.8619561894,2702.4069929907423,7581.546434751025,0.35644535270586764
satguru_ramsingh_marg,Satguru Ramsingh Marg,28.6619327,77.1574772,137274.62819492718,43695.87127664946,7581.546434751025,5.763450986247823
sector_28,Sector 28,28.54525655,77.03257608771955,8596.941776429547,2736.4915583839643,7581.546434751025,0.3609410800204153
seelampur,Seelampur,28.6698302,77.26675403040142,152428.66805493494,48519.55197971315,7581.546434751025,6.399690669612909
shadipur,Shadipur,28.6516362,77.1582947,149249.8801733522,47507.712370924135,7581.546434751025,6.266229822607987
shahdara,Shahdara,28.6734037,77.28974036006097,145769.88047943523,46399.9940644338,7581.546434751025,6.1201226509348094
shaheed_nagar,Shaheed Nagar,28.5307795,77.2120573,53745.03365546664,17107.575545815587,7581.546434751025,2.256475732628998
shaheed_sthal,Shaheed Sthal,28.6706109,77.4155822,0.0,0.0,7581.546434751025,0.0
shakurpur,Shakurpur,28.6857668,77.1496094,97882.12468303094,31156.847967283185,7581.546434751025,4.109563693295029
shalimar_bagh,Shalimar Bagh,28.71745265,77.15086654617409,78431.74371195014,24965.59941414709,7581.546434751025,3.2929428882363565
shankar_vihar,Shankar Vihar,28.55743865,77.13966548999556,1524.0784506706611,485.1292381681462,7581.546434751025,0.0639881642015001
shastri_nagar,Shastri Nagar,28.66997485,77.18199977474701,92513.825540131,29448.065278106165,7581.546434751025,3.884176603222668
shastri_park,Shastri Park,28.6682776,77.25039874373576,50364.147840244055,16031.406166771692,7581.546434751025,2.1145298396234327
shiv_vihar,Shiv Vihar,28.61753755,77.03543016986725,110152.33668264108,35062.57775233007,7581.546434751025,4.6247263739777535
shivaji_park,Shivaji Park,28.6750317,77.1304722,54107.220242550546,17222.86311712756,7581.546434751025,2.271682072431065
shivaji_stadium,Shivaji Stadium,28.6315087,77.2160589,43153.88173650812,13736.307183936662,7581.546434751025,1.8118080924723317
shyam_park,Shyam Park,28.698807199999997,77.26846412516488,139566.9376692585,44425.53604452188,7581.546434751025,5.859693194107674
sikandarpur,Sikandarpur,28.4812704,77.092999,0.0,0.0,7581.546434751025,0.0
sir_vishweshwaraiah_moti_bagh,Sir Vishweshwaraiah Moti Bagh,28.5785326,77.175741,35536.11203642435,11311.495777728667,7581.546434751025,1.4919773789000255
south,South,28.6517178,77.2219388,211576.81237835748,67346.99106728421,7581.546434751025,8.883015048036945
subhash_nagar,Subhash Nagar,28.6418074,77.1087611,104715.25853105946,33331.90202472775,7581.546434751025,4.39645160939021
sukhdev_vihar,Sukhdev Vihar,28.5597477,77.2749004,52687.96677816121,16771.10070841184,7581.546434751025,2.2120949667391434
sultanpur,Sultanpur,28.4616582,76.8700852,0.0,0.0,7581.546434751025,0.0
supreme_court,Supreme Court,28.6222879,77.23943396872133,31966.783957179025,10175.34336307148,7581.546434751025,1.3421197707675367
tagore_garden,Tagore Garden,28.6437639,77.1128454,91715.15368619395,29193.840131181267,7581.546434751025,3.850644506688955
tikri_border,Tikri Border,28.6880254,76.9640828,0.0,0.0,7581.546434751025,0.0
tikri_kalan,Tikri Kalan,28.6868661,76.9772069,0.0,0.0,7581.546434751025,0.0
tilak_nagar,Tilak Nagar,28.6365482,77.0964961,93319.21118048293,29704.427489620648,7581.546434751025,3.9179905768916035
tis_hazari,Tis Hazari,28.6671323,77.21662796383896,62977.98002720956,20046.513654546117,7581.546434751025,2.644119353099291
trilokpuri_sanjay_lake,Trilokpuri Sanjay Lake,28.613453,77.3088549,88759.74809242418,28253.105313001473,7581.546434751025,3.7265623255302653
tughlakabad_station,Tughlakabad Station,28.5023598,77.2992401,34139.577520780294,10866.965035002275,7581.546434751025,1.4333441242530807
udyog_bhawan,Udyog Bhawan,28.6105302,77.2131076,0.0,0.0,7581.546434751025,0.0
udyog_nagar,Udyog Nagar,28.681103,77.0808492,60283.50131349409,19188.8344418587,7581.546434751025,2.530992140851915
uttam_nagar_east,Uttam Nagar East,28.6248465,77.0652861,104440.13480959398,33244.32742426162,7581.546434751025,4.384900588603115
uttam_nagar_west,Uttam Nagar West,28.621757,77.0557122,120760.64142049156,38439.306026038226,7581.546434751025,5.070114172201935
vaishali,Vaishali,28.6440912,77.0683855826679,28271.618358330277,8999.135621871677,7581.546434751025,1.1869788966302368
vasant_vihar,Vasant Vihar,28.56069055,77.16079073168567,13573.428032516827,4320.556332154305,7581.546434751025,0.5698779753363326
vidhan_sabha,Vidhan Sabha,28.6863222,77.2217271,32571.429387637727,10367.80798122234,7581.546434751025,1.367505702227202
vinobapuri,Vinobapuri,28.5669763,77.2491906,64043.81432157646,20385.779247476825,7581.546434751025,2.688868217443858
vishwa_vidyalaya,Vishwa Vidyalaya,28.6950369,77.2147192,46254.37467678836,14723.224738870911,7581.546434751025,1.9419817402139825
welcome,Welcome,28.6517178,77.2219388,211576.81237835748,67346.99106728421,7581.546434751025,8.883015048036945
yamuna_bank,Yamuna Bank,28.6232784,77.26792404925054,31551.3959814924,10043.121263808556,7581.546434751025,1.3246797800742307
