route_id,trip_id,service_id,trip_short_name,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,drt_advance_book_min,bikes_allowed,fare_id,peak_offpeak,boarding_type
102757,800716470,20228,,Twin Lakes Via Hoyt Road,0,8048897,31187007,1,0.0,1,101,0,0
102757,800716480,20228,,Downtown Federal Way Station Via S 320th St,1,8048897,40187006,1,0.0,1,101,0,0
102757,800716510,20228,,Downtown Federal Way Station Via S 320th St,1,8048897,40187006,1,0.0,1,101,0,0
102757,800716540,20228,,Twin Lakes Via Hoyt Road,0,8048897,31187007,1,0.0,1,101,0,0
102757,800716630,20228,,Downtown Federal Way Station Via S 320th St,1,8048897,40187006,1,0.0,1,101,0,0
102757,800716640,20228,,Twin Lakes Via Hoyt Road,0,8048897,31187007,1,0.0,1,101,0,0
100512,800717230,20228,,Tukwila Link Station International Boulevard,1,8048825,10671010,1,0.0,1,101,0,0
100512,800717240,20228,,Downtown Federal Way Station,0,8048828,21671008,1,0.0,1,101,0,0
100512,800717250,20228,,Tukwila Link Station International Boulevard,1,8048823,10671010,1,0.0,1,101,0,0
100512,800717260,20228,,Downtown Federal Way Station,0,8048827,21671008,1,0.0,1,101,0,0
100512,800717270,20228,,Tukwila Link Station International Boulevard,1,8048864,10671010,1,0.0,1,101,0,0
100512,800717280,20228,,Tukwila Link Station International Boulevard,1,8048827,10671009,1,0.0,1,101,0,0
100512,800717290,20228,,Downtown Federal Way Station,0,8048864,21671008,1,0.0,1,101,0,0
100512,800717300,20228,,Downtown Federal Way Station,0,8048823,21671008,1,0.0,1,101,0,0
100512,800717310,20228,,Tukwila Link Station International Boulevard,1,8048824,10671009,1,0.0,1,101,0,0
100512,800717320,20228,,Tukwila Link Station International Boulevard,1,8048825,10671009,1,0.0,1,101,0,0
100512,800717330,20228,,Downtown Federal Way Station,0,8048824,21671008,1,0.0,1,101,0,0
100512,800717340,20228,,Downtown Federal Way Station,0,8048830,21671008,1,0.0,1,101,0,0
100512,800717350,20228,,Tukwila Link Station International Boulevard,1,8048829,10671009,1,0.0,1,101,0,0
100512,800717360,20228,,Tukwila Link Station International Boulevard,1,8048823,10671009,1,0.0,1,101,0,0
100512,800717370,20228,,Downtown Federal Way Station,0,8048828,21671008,1,0.0,1,101,0,0
